"Name","City","Neighborhood","Delivery Min","Delivery Fee","Rating","Reviews"
"Giovani's Falafel Bar & Grill","philadelphia","strawberry-mansion","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","strawberry-mansion","$10","$1.5","80","116"
"Indian Cuisine","philadelphia","strawberry-mansion","$15","","80","86"
"Scoop Deville","philadelphia","strawberry-mansion","$15","$2","80","323"
"Pho 20","philadelphia","strawberry-mansion","$9","$1.99","80","75"
"Eatalia","philadelphia","strawberry-mansion","$10","$1","80","124"
"Tandoor India- Fishtown","philadelphia","strawberry-mansion","$15","","80","120"
"Tiffin Indian Cuisine","philadelphia","strawberry-mansion","$15","","70","278"
"Sakura","philadelphia","strawberry-mansion","$10","$1","70","111"
"Lemon Grass Thai Restaurant","philadelphia","strawberry-mansion","$20","$2","70","175"
"Rich City Chinese Restaurant","philadelphia","strawberry-mansion","$10","$1","70","99"
"Trio","philadelphia","strawberry-mansion","$15","$2","70","154"
"New China","philadelphia","strawberry-mansion","$11","$1.25","70","21"
"Seiko Japanese Restaurant","philadelphia","strawberry-mansion","$20","$1","70","86"
"Thai Singha House","philadelphia","strawberry-mansion","$15","$2","70","61"
"Moju's Family Pizzeria","philadelphia","strawberry-mansion","$10","$2","80","12"
"goBrands Philadelphia","philadelphia","strawberry-mansion","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","strawberry-mansion","$10","$2","80","10"
"Golden Triangle","philadelphia","templetown","$15","","90","72"
"Zesto Pizza & Grill","philadelphia","templetown","$10","$3","80","82"
"Pita Chip","philadelphia","templetown","$15","$2.99","90","70"
"Giovani's Falafel Bar & Grill","philadelphia","templetown","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","templetown","$10","$1.5","80","116"
"Que Chula Es Puebla","philadelphia","templetown","$20","$2","80","166"
"Indian Cuisine","philadelphia","templetown","$15","","80","86"
"Scoop Deville","philadelphia","templetown","$15","$2","80","323"
"Pho 20","philadelphia","templetown","$9","$1.99","80","75"
"Eatalia","philadelphia","templetown","$10","$1","80","124"
"Steak & Shake","philadelphia","templetown","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","templetown","$15","","80","120"
"Del Rossi's Cheesesteak Co.","philadelphia","templetown","$10","$2.5","70","178"
"Tiffin Indian Cuisine","philadelphia","templetown","$15","","70","278"
"Sakura","philadelphia","templetown","$10","$1","70","111"
"Lemon Grass Thai Restaurant","philadelphia","templetown","$20","$2","70","175"
"Not Just Pizza","philadelphia","templetown","$10","$2","70","48"
"Ken Shin Asian Diner","philadelphia","templetown","$20","$2","70","123"
"Veggie Lovers","philadelphia","templetown","$10","","70","127"
"Rich City Chinese Restaurant","philadelphia","templetown","$10","$1","70","99"
"Giovani's Falafel Bar & Grill","philadelphia","temple-university","$10","","80","85"
"Frank's Pizza","philadelphia","temple-university","","$3","80","77"
"Eatalia","philadelphia","temple-university","$10","$1","80","124"
"Steak & Shake","philadelphia","temple-university","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","temple-university","$15","","80","120"
"Laxmi's Indian Grille","philadelphia","temple-university","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","temple-university","$10","$1","70","99"
"Totos Pizzeria","philadelphia","temple-university","$10","$2","60","98"
"New London Pizza","philadelphia","temple-university","$15","$1.25","70","18"
"Ribs R Us","philadelphia","temple-university","$12","$3","70","56"
"Classic Pizza","philadelphia","temple-university","$7","$1.5","70","12"
"Moju's Family Pizzeria","philadelphia","temple-university","$10","$2","80","12"
"2 in One Breakfast & Pizza","philadelphia","temple-university","$10","$3","70","7"
"Crown Fried Chicken","philadelphia","temple-university","$10","$1.5","100","4"
"Tiffin","philadelphia","temple-university","$15","","60","140"
"Pizza Bolis","philadelphia","temple-university","$10","$2","80","4"
"Chatkharay Indian & Pakistani","philadelphia","temple-university","$25","$2","50","43"
"Diamante Pizzeria","philadelphia","temple-university","$10","$2","60","8"
"You Ring We Bring Pizza","philadelphia","temple-university","$10","$1","60","11"
"Papa Sam Pizza","philadelphia","temple-university","$8","$1.5","70","4"
"Lair KTV","philadelphia","thomas-jefferson-university","$9","$1.99","70","12"
"Xiandu Thai","philadelphia","thomas-jefferson-university","$15","$1","90","359"
"Rosa's Fresh Pizza","philadelphia","thomas-jefferson-university","$20","","90","160"
"Golden Triangle","philadelphia","thomas-jefferson-university","$15","","90","72"
"Bleu Sushi","philadelphia","thomas-jefferson-university","$15","$0.99","80","396"
"Spice 28","philadelphia","thomas-jefferson-university","$15","$1","80","591"
"Kabuki Sushi","philadelphia","thomas-jefferson-university","$10","$1","80","281"
"Bubblefish","philadelphia","thomas-jefferson-university","$9","$1.99","80","271"
"Tom's Dim Sum","philadelphia","thomas-jefferson-university","$9","$1.99","80","240"
"Shang Hai 1","philadelphia","thomas-jefferson-university","$9","$1.99","80","144"
"Giovani's Falafel Bar & Grill","philadelphia","thomas-jefferson-university","$10","","80","85"
"Fuji Mountain Japanese","philadelphia","thomas-jefferson-university","$20","","80","362"
"Yellowtail","philadelphia","thomas-jefferson-university","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","thomas-jefferson-university","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","thomas-jefferson-university","$15","$1","80","79"
"Sang Kee Peking Duck House","philadelphia","thomas-jefferson-university","$9","$3.5","80","619"
"Spice End","philadelphia","thomas-jefferson-university","$15","$2","80","250"
"Bareburger","philadelphia","thomas-jefferson-university","$15","$2","80","384"
"Indian Cuisine","philadelphia","thomas-jefferson-university","$15","","80","86"
"Scoop Deville","philadelphia","thomas-jefferson-university","$15","$2","80","323"
"Golden Triangle","philadelphia","university-city","$15","","90","72"
"New Delhi Indian","philadelphia","university-city","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","university-city","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","university-city","$10","","80","85"
"Luigi's Pizza Fresca","philadelphia","university-city","$10","$1.5","80","172"
"Kai Japanese Cuisine","philadelphia","university-city","$15","$1","80","79"
"Spice End","philadelphia","university-city","$15","$2","80","250"
"Indian Cuisine","philadelphia","university-city","$15","","80","86"
"Koch's Deli","philadelphia","university-city","$12","$3.99","80","197"
"Guacamole Mex Grill","philadelphia","university-city","$12","$2","80","110"
"Scoop Deville","philadelphia","university-city","$15","$2","80","323"
"Oregon Steaks","philadelphia","university-city","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","university-city","$20","$1.99","80","180"
"Pho 20","philadelphia","university-city","$9","$1.99","80","75"
"Xi'an Sizzling Woks","philadelphia","university-city","$15","$1","70","154"
"Ochatto Hot Pot","philadelphia","university-city","$10","$3.99","80","35"
"Mad Greek's Pizza","philadelphia","university-city","$6","$2","80","45"
"Machi Sushi Bar","philadelphia","university-city","$12","","70","128"
"Sakura","philadelphia","university-city","$10","$1","70","111"
"Abner's","philadelphia","university-city","","$2","70","135"
"Golden Triangle","philadelphia","university-of-pennsylvania","$15","","90","72"
"New Delhi Indian","philadelphia","university-of-pennsylvania","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","university-of-pennsylvania","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","university-of-pennsylvania","$10","","80","85"
"Luigi's Pizza Fresca","philadelphia","university-of-pennsylvania","$10","$1.5","80","172"
"Kai Japanese Cuisine","philadelphia","university-of-pennsylvania","$15","$1","80","79"
"Spice End","philadelphia","university-of-pennsylvania","$15","$2","80","250"
"Indian Cuisine","philadelphia","university-of-pennsylvania","$15","","80","86"
"Koch's Deli","philadelphia","university-of-pennsylvania","$12","$3.99","80","197"
"Guacamole Mex Grill","philadelphia","university-of-pennsylvania","$12","$2","80","110"
"Scoop Deville","philadelphia","university-of-pennsylvania","$15","$2","80","323"
"Oregon Steaks","philadelphia","university-of-pennsylvania","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","university-of-pennsylvania","$20","$1.99","80","180"
"Pho 20","philadelphia","university-of-pennsylvania","$9","$1.99","80","75"
"Xi'an Sizzling Woks","philadelphia","university-of-pennsylvania","$15","$1","70","154"
"Ochatto Hot Pot","philadelphia","university-of-pennsylvania","$10","$3.99","80","35"
"Mad Greek's Pizza","philadelphia","university-of-pennsylvania","$6","$2","80","45"
"Machi Sushi Bar","philadelphia","university-of-pennsylvania","$12","","70","128"
"Sakura","philadelphia","university-of-pennsylvania","$10","$1","70","111"
"Abner's","philadelphia","university-of-pennsylvania","","$2","70","135"
"Lair KTV","philadelphia","university-of-the-arts","$9","$1.99","70","12"
"Xiandu Thai","philadelphia","university-of-the-arts","$15","$1","90","359"
"Rosa's Fresh Pizza","philadelphia","university-of-the-arts","$20","","90","160"
"Golden Triangle","philadelphia","university-of-the-arts","$15","","90","72"
"Bleu Sushi","philadelphia","university-of-the-arts","$15","$0.99","80","396"
"Spice 28","philadelphia","university-of-the-arts","$15","$1","80","591"
"Kabuki Sushi","philadelphia","university-of-the-arts","$10","$1","80","281"
"Crazy Sushi","philadelphia","university-of-the-arts","$10","","80","387"
"New Delhi Indian","philadelphia","university-of-the-arts","$15","$0.5","80","397"
"Bubblefish","philadelphia","university-of-the-arts","$9","$1.99","80","271"
"Tom's Dim Sum","philadelphia","university-of-the-arts","$9","$1.99","80","240"
"Shang Hai 1","philadelphia","university-of-the-arts","$9","$1.99","80","144"
"Giovani's Falafel Bar & Grill","philadelphia","university-of-the-arts","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","university-of-the-arts","$10","$1.5","80","116"
"Smile Cafe","philadelphia","university-of-the-arts","$15","","80","230"
"Fuji Mountain Japanese","philadelphia","university-of-the-arts","$20","","80","362"
"Luigi's Pizza Fresca","philadelphia","university-of-the-arts","$10","$1.5","80","172"
"Yellowtail","philadelphia","university-of-the-arts","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","university-of-the-arts","$15","$2.5","80","184"
"Su Xing House","philadelphia","university-of-the-arts","$20","","80","342"
"TO-KAI Sushi & Steakhouse","philadelphia","vereeville","$25","","80","146"
"Wasabi Sushi","philadelphia","vereeville","$15","","80","32"
"Suzani Restaurant","philadelphia","vereeville","$20","","80","46"
"Big Daddy Pizza","philadelphia","vereeville","$5","$1.5","70","31"
"Mega Quality Pizza","philadelphia","vereeville","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","vereeville","$15","$3","70","109"
"Best In Town Pizza","philadelphia","vereeville","$15","$2","70","23"
"Big Ben Pizza","philadelphia","vereeville","$10","$1.5","60","31"
"Dolce Pizzeria & Italian","philadelphia","vereeville","$10","$1.5","70","18"
"Dragon Phoenix House","philadelphia","vereeville","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","vereeville","","$1.5","80","14"
"Szechuan King","philadelphia","vereeville","$10","$1","70","11"
"Jin Jin Restaurant","philadelphia","vereeville","$15","$1","70","38"
"8 Diamonds Pizza","philadelphia","vereeville","$10","$1","60","14"
"Muscle Maker Grill","philadelphia","vereeville","","$1.5","60","58"
"Originals Italian Restaurant & Bar","philadelphia","vereeville","$10","$1","60","21"
"NO.1 China","philadelphia","vereeville","$10","$1.5","80","4"
"Happy Panda","philadelphia","vereeville","$10","$1","70","9"
"No. 1 China","philadelphia","vereeville","$10","$1","60","11"
"Mojo's Pizza & Chicken","philadelphia","vereeville","$10","$1.5","60","19"
"Zesto Pizza & Grill","philadelphia","walnut-hill","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","walnut-hill","$10","","80","85"
"Best China Inn","philadelphia","walnut-hill","$10","$2","70","67"
"Fiesta Pizza","philadelphia","walnut-hill","$8","$2","70","47"
"Ever Green","philadelphia","walnut-hill","$10","$1","70","63"
"Lemon Grass Thai Restaurant","philadelphia","walnut-hill","$20","$2","70","175"
"U Penn Cafe","philadelphia","walnut-hill","$10","$2","70","28"
"Rich City Chinese Restaurant","philadelphia","walnut-hill","$10","$1","70","99"
"Aladdin Pizzeria & Eatery","philadelphia","walnut-hill","$8","$3","70","54"
"Thai Singha House","philadelphia","walnut-hill","$15","$2","70","61"
"Jake's Sandwich Board - 40th St.","philadelphia","walnut-hill","$10","$2.99","70","54"
"Desi Village Indian Cuisine","philadelphia","walnut-hill","$15","","70","96"
"goBrands Philadelphia","philadelphia","walnut-hill","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","walnut-hill","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","walnut-hill","$10","$2","70","48"
"Accu Pizza","philadelphia","walnut-hill","$12","$2","60","39"
"Mediterra Grill","philadelphia","walnut-hill","$6","$2","70","25"
"Italian Kitchen -  63rd Street","philadelphia","walnut-hill","$8","$2","70","11"
"Falafel Exotic Halal Cuisine","philadelphia","walnut-hill","$15","$2","70","27"
"Stacy's Pizza & Wings","philadelphia","walnut-hill","","$2","60","29"
"Lair KTV","philadelphia","washington-square","$9","$1.99","70","12"
"Xiandu Thai","philadelphia","washington-square","$15","$1","90","359"
"Cosmi's Deli","philadelphia","washington-square","$10","$1.5","90","261"
"Rosa's Fresh Pizza","philadelphia","washington-square","$20","","90","160"
"BAP","philadelphia","washington-square","$9","$1.99","90","135"
"Golden Triangle","philadelphia","washington-square","$15","","90","72"
"Bleu Sushi","philadelphia","washington-square","$15","$0.99","80","396"
"Spice 28","philadelphia","washington-square","$15","$1","80","591"
"Kabuki Sushi","philadelphia","washington-square","$10","$1","80","281"
"Bubblefish","philadelphia","washington-square","$9","$1.99","80","271"
"Tom's Dim Sum","philadelphia","washington-square","$9","$1.99","80","240"
"Shang Hai 1","philadelphia","washington-square","$9","$1.99","80","144"
"Nora's Mexican Grill","philadelphia","washington-square","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","washington-square","$10","","80","85"
"Quetzally Mexican Food","philadelphia","washington-square","$15","$1.5","80","187"
"Tamarind","philadelphia","washington-square","$9","$1.99","80","227"
"Fuji Mountain Japanese","philadelphia","washington-square","$20","","80","362"
"Yellowtail","philadelphia","washington-square","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","washington-square","$15","$2.5","80","184"
"Fuel","philadelphia","washington-square","$15","","70","199"
"Xiandu Thai","philadelphia","west-kensington","$15","$1","90","359"
"Pancho's Cafe","philadelphia","west-kensington","$15","$2","100","26"
"Golden Triangle","philadelphia","west-kensington","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","west-kensington","$10","","80","85"
"Que Chula Es Puebla","philadelphia","west-kensington","$20","$2","80","166"
"Talia's Grille","philadelphia","west-kensington","$15","$3.5","90","69"
"Yellowtail","philadelphia","west-kensington","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","west-kensington","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","west-kensington","$15","$1","80","79"
"Trios Fresh Italian","philadelphia","west-kensington","$15","$3.99","80","154"
"Indian Cuisine","philadelphia","west-kensington","$15","","80","86"
"Scoop Deville","philadelphia","west-kensington","$15","$2","80","323"
"Masala Kitchen Kati Rolls & Platters","philadelphia","west-kensington","$20","$1.99","80","180"
"Pho 20","philadelphia","west-kensington","$9","$1.99","80","75"
"Eatalia","philadelphia","west-kensington","$10","$1","80","124"
"Mood Indian Restaurant","philadelphia","west-kensington","$15","","80","44"
"Steak & Shake","philadelphia","west-kensington","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","west-kensington","$15","","80","120"
"Tsuki Sushi","philadelphia","west-kensington","$10","$1","70","109"
"Del Rossi's Cheesesteak Co.","philadelphia","west-kensington","$10","$2.5","70","178"
"Mario's Pizza","philadelphia","west-oak-lane","$10","$2","70","36"
"Panda Garden","philadelphia","west-oak-lane","$10","$1.5","80","28"
"Totos Pizzeria","philadelphia","west-oak-lane","$10","$2","60","98"
"Ribs R Us","philadelphia","west-oak-lane","$12","$3","70","56"
"Tiffin","philadelphia","west-oak-lane","$15","","60","140"
"Takka Grill & Shrimpies","philadelphia","west-oak-lane","","$2","60","15"
"Sorrento's Pizza","philadelphia","west-oak-lane","$8","$2","60","22"
"Chatkharay Indian & Pakistani","philadelphia","west-oak-lane","$25","$2","50","43"
"Golden Crust Pizza","philadelphia","west-oak-lane","$10","$2.5","50","31"
"Brother's Pizza House II","philadelphia","west-oak-lane","$10","$2","70","6"
"Kingston City Restaurant","philadelphia","west-oak-lane","$10","$2","50","20"
"Papa Joe's Pizza","philadelphia","west-oak-lane","$10","$1.5","50","23"
"Pizza House & Steaks","philadelphia","west-oak-lane","$8","$1.5","50","8"
"New Germantown Pizza","philadelphia","west-oak-lane","$5","$1.95","40","7"
"Action Pizza","philadelphia","west-oak-lane","$7","$1.5","40","4"
"Takka Grill","philadelphia","west-oak-lane","$8","$2","30","7"
"Seafood Sensations","philadelphia","west-oak-lane","$15","$2","40","5"
"Mr. Hook Fish & Chicken","philadelphia","west-oak-lane","$10","$4","30","3"
"Halal Chicken Pizza 2","philadelphia","west-oak-lane","$10","$3","20","1"
"Saladworks","philadelphia","west-oak-lane","","at","80","21"
"Golden Triangle","philadelphia","west-powelton","$15","","90","72"
"New Delhi Indian","philadelphia","west-powelton","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","west-powelton","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","west-powelton","$10","","80","85"
"Luigi's Pizza Fresca","philadelphia","west-powelton","$10","$1.5","80","172"
"Kai Japanese Cuisine","philadelphia","west-powelton","$15","$1","80","79"
"Spice End","philadelphia","west-powelton","$15","$2","80","250"
"Indian Cuisine","philadelphia","west-powelton","$15","","80","86"
"Koch's Deli","philadelphia","west-powelton","$12","$3.99","80","197"
"Scoop Deville","philadelphia","west-powelton","$15","$2","80","323"
"Oregon Steaks","philadelphia","west-powelton","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","west-powelton","$20","$1.99","80","180"
"Pho 20","philadelphia","west-powelton","$9","$1.99","80","75"
"Xi'an Sizzling Woks","philadelphia","west-powelton","$15","$1","70","154"
"Ochatto Hot Pot","philadelphia","west-powelton","$10","$3.99","80","35"
"Mad Greek's Pizza","philadelphia","west-powelton","$6","$2","80","45"
"Machi Sushi Bar","philadelphia","west-powelton","$12","","70","128"
"Sakura","philadelphia","west-powelton","$10","$1","70","111"
"Abner's","philadelphia","west-powelton","","$2","70","135"
"Best China Inn","philadelphia","west-powelton","$10","$2","70","67"
"Xiandu Thai","philadelphia","wharton","$15","$1","90","359"
"Creme Brulee Bistro & Cafe","philadelphia","wharton","$15","","90","60"
"Cosmi's Deli","philadelphia","wharton","$10","$1.5","90","261"
"BAP","philadelphia","wharton","$9","$1.99","90","135"
"Golden Triangle","philadelphia","wharton","$15","","90","72"
"Nora's Mexican Grill","philadelphia","wharton","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","wharton","$10","","80","85"
"Quetzally Mexican Food","philadelphia","wharton","$15","$1.5","80","187"
"Tamarind","philadelphia","wharton","$9","$1.99","80","227"
"Yellowtail","philadelphia","wharton","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","wharton","$15","$2.5","80","184"
"Pizzeria Pesto","philadelphia","wharton","$10","$1","80","81"
"Fuel","philadelphia","wharton","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","wharton","$15","$1","80","79"
"Spice End","philadelphia","wharton","$15","$2","80","250"
"Bareburger","philadelphia","wharton","$15","$2","80","384"
"Indian Cuisine","philadelphia","wharton","$15","","80","86"
"La Fourno Ristorante Trattoria","philadelphia","wharton","","$2.5","80","221"
"Scoop Deville","philadelphia","wharton","$15","$2","80","323"
"Oregon Steaks","philadelphia","wharton","$10","$1","70","95"
"Creme Brulee Bistro & Cafe","philadelphia","whitman","$15","","90","60"
"Cosmi's Deli","philadelphia","whitman","$10","$1.5","90","261"
"Golden Triangle","philadelphia","whitman","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","whitman","$10","","80","85"
"Pizzeria Pesto","philadelphia","whitman","$10","$1","80","81"
"Fuel","philadelphia","whitman","$15","","70","199"
"Indian Cuisine","philadelphia","whitman","$15","","80","86"
"Scoop Deville","philadelphia","whitman","$15","$2","80","323"
"Oregon Steaks","philadelphia","whitman","$10","$1","70","95"
"Terryin","philadelphia","whitman","$10","$1","80","116"
"Al Zaytouna","philadelphia","whitman","$12","$2","80","162"
"Nick's Charcoal Pit","philadelphia","whitman","$12","$1","70","97"
"La Fonda De Teresita","philadelphia","whitman","$14","$2","80","25"
"New Sushi Planet","philadelphia","whitman","$15","$1","70","176"
"Iztaccihuatl","philadelphia","whitman","$15","","70","109"
"The Pizza Shack","philadelphia","whitman","$5","$0.75","70","48"
"Stogie Joe's Tavern","philadelphia","whitman","$8","","70","206"
"La Virgen de las Nieves Mexican","philadelphia","whitman","$15","$2","90","11"
"Rich City Chinese Restaurant","philadelphia","whitman","$10","$1","70","99"
"New Asian Fusion","philadelphia","whitman","$15","$0.5","70","34"
"Zesto Pizza and Grill","philadelphia","wissahickon","$1","$3","80","159"
"Giovani's Falafel Bar & Grill","philadelphia","wissahickon","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","wissahickon","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","wissahickon","","$3","80","77"
"Mario's Pizza","philadelphia","wissahickon","$10","$2","70","36"
"Laxmi's Indian Grille","philadelphia","wissahickon","$25","$1.5","70","62"
"Totos Pizzeria","philadelphia","wissahickon","$10","$2","60","98"
"CJ & Eck's","philadelphia","wissahickon","$15","$3","70","35"
"2 in One Breakfast & Pizza","philadelphia","wissahickon","$10","$3","70","7"
"Dantonio's Pizza","philadelphia","wissahickon","$10","$2","70","34"
"Tiffin","philadelphia","wissahickon","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","wissahickon","$10","$2.49","60","50"
"Chatkharay Indian & Pakistani","philadelphia","wissahickon","$25","$2","50","43"
"Mina's Pizza","philadelphia","wissahickon","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","wissahickon","$10","$2.5","50","31"
"China House","philadelphia","wissahickon","$10","$2","50","44"
"Roman's Pizza","philadelphia","wissahickon","$12","$2.5","50","28"
"Lucky Garden","philadelphia","wissahickon","$10","$1","50","29"
"New Germantown Pizza","philadelphia","wissahickon","$5","$1.95","40","7"
"Action Pizza","philadelphia","wissahickon","$7","$1.5","40","4"
"Giovani's Falafel Bar & Grill","philadelphia","wister","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","wister","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","wister","","$3","80","77"
"Mario's Pizza","philadelphia","wister","$10","$2","70","36"
"Panda Garden","philadelphia","wister","$10","$1.5","80","28"
"Laxmi's Indian Grille","philadelphia","wister","$25","$1.5","70","62"
"Golden Crust Pizza III","philadelphia","wister","$10","$2","60","48"
"Totos Pizzeria","philadelphia","wister","$10","$2","60","98"
"Ribs R Us","philadelphia","wister","$12","$3","70","56"
"2 in One Breakfast & Pizza","philadelphia","wister","$10","$3","70","7"
"Tiffin","philadelphia","wister","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","wister","$10","$2.49","60","50"
"Sorrento's Pizza","philadelphia","wister","$8","$2","60","22"
"Chatkharay Indian & Pakistani","philadelphia","wister","$25","$2","50","43"
"Mina's Pizza","philadelphia","wister","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","wister","$10","$2.5","50","31"
"Takka Grill & Pizza on Chelten Ave","philadelphia","wister","$10","$2.5","60","7"
"Roman's Pizza","philadelphia","wister","$12","$2.5","50","28"
"Brother's Pizza House II","philadelphia","wister","$10","$2","70","6"
"Lucky Garden","philadelphia","wister","$10","$1","50","29"
"Founded Coffee & Pizza","philadelphia","womans-medical-college","$15","$2.5","90","29"
"Giovani's Falafel Bar & Grill","philadelphia","womans-medical-college","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","womans-medical-college","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","womans-medical-college","","$3","80","77"
"Slices Pizza","philadelphia","womans-medical-college","$5","$2.77","80","59"
"Tandoor India- Fishtown","philadelphia","womans-medical-college","$15","","80","120"
"Laxmi's Indian Grille","philadelphia","womans-medical-college","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","womans-medical-college","$10","$1","70","99"
"Golden Crust Pizza III","philadelphia","womans-medical-college","$10","$2","60","48"
"New China","philadelphia","womans-medical-college","$11","$1.25","70","21"
"Totos Pizzeria","philadelphia","womans-medical-college","$10","$2","60","98"
"Moju's Family Pizzeria","philadelphia","womans-medical-college","$10","$2","80","12"
"2 in One Breakfast & Pizza","philadelphia","womans-medical-college","$10","$3","70","7"
"Crown Fried Chicken","philadelphia","womans-medical-college","$10","$1.5","100","4"
"Tiffin","philadelphia","womans-medical-college","$15","","60","140"
"Chatkharay Indian & Pakistani","philadelphia","womans-medical-college","$25","$2","50","43"
"Mina's Pizza","philadelphia","womans-medical-college","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","womans-medical-college","$10","$2.5","50","31"
"Little Kitchen","philadelphia","womans-medical-college","$10","$2","50","36"
"Roman's Pizza","philadelphia","womans-medical-college","$12","$2.5","50","28"
"Golden Triangle","philadelphia","woodland-terrace","$15","","90","72"
"New Delhi Indian","philadelphia","woodland-terrace","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","woodland-terrace","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","woodland-terrace","$10","","80","85"
"Luigi's Pizza Fresca","philadelphia","woodland-terrace","$10","$1.5","80","172"
"Kai Japanese Cuisine","philadelphia","woodland-terrace","$15","$1","80","79"
"Spice End","philadelphia","woodland-terrace","$15","$2","80","250"
"Indian Cuisine","philadelphia","woodland-terrace","$15","","80","86"
"Koch's Deli","philadelphia","woodland-terrace","$12","$3.99","80","197"
"Scoop Deville","philadelphia","woodland-terrace","$15","$2","80","323"
"Oregon Steaks","philadelphia","woodland-terrace","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","woodland-terrace","$20","$1.99","80","180"
"Pho 20","philadelphia","woodland-terrace","$9","$1.99","80","75"
"Xi'an Sizzling Woks","philadelphia","woodland-terrace","$15","$1","70","154"
"Ochatto Hot Pot","philadelphia","woodland-terrace","$10","$3.99","80","35"
"Mad Greek's Pizza","philadelphia","woodland-terrace","$6","$2","80","45"
"Machi Sushi Bar","philadelphia","woodland-terrace","$12","","70","128"
"Sakura","philadelphia","woodland-terrace","$10","$1","70","111"
"Abner's","philadelphia","woodland-terrace","","$2","70","135"
"Best China Inn","philadelphia","woodland-terrace","$10","$2","70","67"
"Zesto Pizza & Grill","philadelphia","wynnefield","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","wynnefield","$10","","80","85"
"Indian Cuisine","philadelphia","wynnefield","$15","","80","86"
"Scoop Deville","philadelphia","wynnefield","$15","$2","80","323"
"Laxmi Indian Grille - Manayunk","philadelphia","wynnefield","$25","$1.5","80","157"
"Sakura","philadelphia","wynnefield","$10","$1","70","111"
"City Line Pizza","philadelphia","wynnefield","","$2","70","30"
"Lemon Grass Thai Restaurant","philadelphia","wynnefield","$20","$2","70","175"
"Laxmi's Indian Grille","philadelphia","wynnefield","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","wynnefield","$10","$1","70","99"
"New China","philadelphia","wynnefield","$11","$1.25","70","21"
"Totos Pizzeria","philadelphia","wynnefield","$10","$2","60","98"
"Thai Singha House","philadelphia","wynnefield","$15","$2","70","61"
"goBrands Philadelphia","philadelphia","wynnefield","$9","$1.95","70","51"
"2 in One Breakfast & Pizza","philadelphia","wynnefield","$10","$3","70","7"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","wynnefield","$10","$2","80","10"
